"","X","Genome","Order","Family","Genus","VC","VC.Status","Size","VC.Subcluster","VC.Subcluster.Size","Quality","Adj.P.value","Topology.Confidence.Score","Genera.in.VC","Families.in.VC","Orders.in.VC","Genus.Confidence.Score"
"1861",1860,"Xanthomonas~virus~Xp10","Caudovirales","Siphoviridae","Xp10virus","162_0","Clustered",5,"VC_162_0",5,0.618,0.99999969,0.618,1,1,1,1
"1862",1861,"Xanthomonas~virus~phil7","Caudovirales","Siphoviridae","Xp10virus","162_0","Clustered",5,"VC_162_0",5,0.618,0.99999969,0.618,1,1,1,1
"1863",1862,"Xylella~phage~Paz","Unassigned","Unassigned","Unassigned","55_0","Clustered",10,"VC_55_0",10,0.6009,1,0.6009,2,2,2,1
"1864",1863,"Xylella~phage~Prado","Caudovirales","Podoviridae","Pradovirus","55_0","Clustered",10,"VC_55_0",10,0.6009,1,0.6009,2,2,2,1
"1865",1864,"Yersinia~phage~Berlin","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1866",1865,"Yersinia~phage~L-413C","Caudovirales","Myoviridae","P2virus","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"1867",1866,"Yersinia~phage~PST","Caudovirales","Myoviridae","T4virus","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1868",1867,"Yersinia~phage~PY54","Unassigned","Unassigned","Unassigned","62_0","Clustered/Singleton",1,"VC_62_0",1,0,1,0,1,1,1,1
"1869",1868,"Yersinia~phage~Yep-phi","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1870",1869,"Yersinia~phage~Yepe2","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1871",1870,"Yersinia~phage~phi80-18","Unassigned","Unassigned","Unassigned","56_0","Clustered",5,"VC_56_0",5,0.5262,0.99999993,0.5262,1,1,1,1
"1872",1871,"Yersinia~phage~phiA1122","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1873",1872,"Yersinia~phage~phiD1","Caudovirales","Myoviridae","T4virus","29_10","Clustered",27,"VC_29_10",27,0.31,1,0.31,2,2,2,1
"1874",1873,"Yersinia~phage~phiR1-37","Unassigned","Unassigned","Unassigned","82_1","Clustered/Singleton",1,"VC_82_1",1,0,1,0,1,1,1,1
"1875",1874,"Yersinia~phage~phiR1-RT","Caudovirales","Myoviridae","Tg1virus","29_2","Clustered",2,"VC_29_2",2,0.0127,0.95681384,0.0122,1,1,1,1
"1876",1875,"Yersinia~phage~phiR201","Unassigned","Unassigned","Unassigned","247_0","Clustered",14,"VC_247_0",14,0.8554,1,0.8554,2,2,2,1
"1877",1876,"Yersinia~phage~phiYeO3-12","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1878",1877,"Yersinia~phage~vB_YenM_TG1","Caudovirales","Myoviridae","Tg1virus","29_2","Clustered",2,"VC_29_2",2,0.0127,0.95681384,0.0122,1,1,1,1
"1879",1878,"Yersinia~phage~vB_YenP_AP10","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1880",1879,"Yersinia~phage~vB_YenP_AP5","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"1881",1880,"Yersinia~phage~vB_YenP_ISAO8","Unassigned","Unassigned","Unassigned","56_0","Clustered",5,"VC_56_0",5,0.5262,0.99999993,0.5262,1,1,1,1
"1882",1881,"uncultured~phage~WW-nAnB","Unassigned","Unassigned","Unassigned","328_0","Clustered",3,"VC_328_0",3,1,0,0,1,1,1,1
"1883",0,"Acholeplasma~phage~MV-L1","Unassigned","Inoviridae","Plectrovirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1884",1,"Acholeplasma~virus~L2","Unassigned","Plasmaviridae","Plasmavirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1885",4,"Achromobacter~phage~JWF","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1886",6,"Achromobacter~phage~phiAxp-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1887",7,"Achromobacter~phage~phiAxp-2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1888",12,"Acidianus~filamentous~virus~1","Ligamenvirales","Lipothrixviridae","Gammalipothrixvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1889",13,"Acidianus~filamentous~virus~2","Ligamenvirales","Lipothrixviridae","Deltalipothrixvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1890",19,"Acidianus~rod-shaped~virus~1","Ligamenvirales","Rudiviridae","Rudivirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1891",20,"Acidianus~rod-shaped~virus~2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1892",22,"Acidianus~tailed~spindle~virus","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1893",23,"Acidianus~two-tailed~virus","Unassigned","Bicaudaviridae","Bicaudavirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1894",26,"Acinetobacter~phage~AP205","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1895",36,"Acinetobacter~phage~Presley","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1896",39,"Acinetobacter~phage~YMC13/03/R2096","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1897",43,"Acinetobacter~phage~phiAC-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1898",53,"Actinoplanes~phage~phiAsp2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1899",69,"Aeropyrum~pernix~ovoid~virus~1","Unassigned","Guttaviridae","Betaguttavirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1900",70,"Aeropyrum~pernix~spindle-shaped~virus~1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1901",73,"Alteromonas~phage~vB_AmaP_AD45-P1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1902",74,"Anabaena~phage~A-4L","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1903",77,"Arthrobacter~phage~Decurro","Caudovirales","Siphoviridae","Decurrovirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1904",80,"Arthrobacter~phage~Mudcat","Caudovirales","Siphoviridae","Mudcatvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1905",81,"Arthrobacter~phage~vB_ArS-ArV2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1906",83,"Aurantimonas~phage~AmM-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1907",84,"Azospirillum~phage~Cd","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1908",85,"Bacillus~phage~0305phi8-36","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1909",88,"Bacillus~phage~AvesoBmore","Caudovirales","Myoviridae","B4virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1910",89,"Bacillus~phage~B4","Caudovirales","Myoviridae","B4virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1911",90,"Bacillus~phage~BCD7","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1912",91,"Bacillus~phage~BCJA1c","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1913",92,"Bacillus~phage~BCP78","Caudovirales","Myoviridae","Tsarbombavirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1914",93,"Bacillus~phage~BCP8-2","Caudovirales","Myoviridae","Bc431virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1915",97,"Bacillus~phage~BalMu-1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1916",99,"Bacillus~phage~Bastille","Caudovirales","Myoviridae","Bastillevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1917",100,"Bacillus~phage~Bcp1","Caudovirales","Myoviridae","Bc431virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1918",102,"Bacillus~phage~BigBertha","Caudovirales","Myoviridae","B4virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1919",103,"Bacillus~phage~Bobb","Caudovirales","Myoviridae","Agatevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1920",104,"Bacillus~phage~Bp8p-C","Caudovirales","Myoviridae","Agatevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1921",106,"Bacillus~phage~CAM003","Caudovirales","Myoviridae","Bastillevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1922",108,"Bacillus~phage~CampHawk","Caudovirales","Myoviridae","Spo1virus","","Overlap (VC_86/VC_108)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1923",111,"Bacillus~phage~Deep~Blue","Caudovirales","Myoviridae","Bc431virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1924",113,"Bacillus~phage~Eldridge","Unassigned","Unassigned","Unassigned","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1925",114,"Bacillus~phage~Evoli","Caudovirales","Myoviridae","Bastillevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1926",119,"Bacillus~phage~Grass","Caudovirales","Myoviridae","Nit1virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1927",121,"Bacillus~phage~Hoody~T","Caudovirales","Myoviridae","Bastillevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1928",122,"Bacillus~phage~JBP901","Caudovirales","Myoviridae","Bc431virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1929",126,"Bacillus~phage~Mater","Caudovirales","Myoviridae","Unassigned","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1930",128,"Bacillus~phage~Moonbeam","Caudovirales","Myoviridae","Unassigned","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1931",132,"Bacillus~phage~PBC1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1932",133,"Bacillus~phage~PM1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1933",138,"Bacillus~phage~PfEFR-5","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1934",139,"Bacillus~phage~Phrodo","Unassigned","Unassigned","Unassigned","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1935",142,"Bacillus~phage~Riley","Caudovirales","Myoviridae","B4virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1936",143,"Bacillus~phage~SP-10","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1937",144,"Bacillus~phage~SP-15","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1938",146,"Bacillus~phage~SPG24","Caudovirales","Myoviridae","Nit1virus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1939",151,"Bacillus~phage~Shbh1","Unassigned","Unassigned","Unassigned","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1940",153,"Bacillus~phage~Spock","Caudovirales","Myoviridae","B4virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1941",159,"Bacillus~phage~Troll","Caudovirales","Myoviridae","B4virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1942",160,"Bacillus~phage~TsarBomba","Caudovirales","Myoviridae","Tsarbombavirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1943",161,"Bacillus~phage~VMY22","Unassigned","Unassigned","Unassigned","","Overlap (VC_47/VC_49)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1944",163,"Bacillus~phage~Waukesha92","Unassigned","Unassigned","Unassigned","","Overlap (VC_101/VC_110)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1945",166,"Bacillus~phage~phBC6A51","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1946",167,"Bacillus~phage~phBC6A52","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1947",169,"Bacillus~phage~phi105","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1948",170,"Bacillus~phage~phi4B1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1949",171,"Bacillus~phage~phi4J1","Unassigned","Unassigned","Unassigned","","Overlap (VC_101/VC_110)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1950",172,"Bacillus~phage~phiAGATE","Caudovirales","Myoviridae","Agatevirus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1951",174,"Bacillus~phage~phiNIT1","Caudovirales","Myoviridae","Nit1virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1952",176,"Bacillus~phage~vB_BceM_Bc431v3","Caudovirales","Myoviridae","Bc431virus","","Overlap (VC_84/VC_85)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1953",177,"Bacillus~phage~vB_BhaS-171","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1954",178,"Bacillus~phage~vB_BtS_BMBtp3","Unassigned","Unassigned","Unassigned","","Overlap (VC_101/VC_110)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1955",183,"Bacillus~virus~B103","Caudovirales","Podoviridae","Phi29virus","","Overlap (VC_47/VC_49)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1956",189,"Bacillus~virus~G","Caudovirales","Myoviridae","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1957",190,"Bacillus~virus~GA1","Caudovirales","Podoviridae","Phi29virus","","Overlap (VC_47/VC_49)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1958",194,"Bacillus~virus~SPO1","Caudovirales","Myoviridae","Spo1virus","","Overlap (VC_86/VC_108)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1959",196,"Bacillus~virus~phi29","Caudovirales","Podoviridae","Phi29virus","","Overlap (VC_47/VC_49)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1960",201,"Bdellovibrio~phage~phi1402","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1961",202,"Bdellovibrio~phage~phi1422","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1962",207,"Brevibacillus~phage~Jenst","Caudovirales","Siphoviridae","Jenstvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1963",211,"Brochothrix~phage~A9","Caudovirales","Myoviridae","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1964",212,"Brochothrix~phage~BL3","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1965",217,"Burkholderia~phage~AH2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1966",220,"Burkholderia~phage~BcepGomr","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1967",221,"Burkholderia~phage~BcepNazgul","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1968",225,"Burkholderia~phage~KS10","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1969",235,"Burkholderia~virus~BcepF1","Caudovirales","Myoviridae","Pbunavirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1970",256,"Caulobacter~phage~Cr30","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1971",270,"Cellulophaga~phage~phi14:2","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1972",277,"Cellulophaga~phage~phi38:1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1973",278,"Cellulophaga~phage~phi39:1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1974",279,"Cellulophaga~phage~phi46:1","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1975",281,"Cellulophaga~phage~phi48:2","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1976",284,"Cellulophaga~phage~phiST","Caudovirales","Siphoviridae","Cbastvirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1977",291,"Chlamydia~virus~Chp1","Unassigned","Microviridae","Chlamydiamicrovirus","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1978",312,"Clostridium~phage~PhiS63","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1979",313,"Clostridium~phage~c-st","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1980",314,"Clostridium~phage~phi24R","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1981",315,"Clostridium~phage~phi3626","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1982",316,"Clostridium~phage~phi8074-B1","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1983",319,"Clostridium~phage~phiCD211","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1984",324,"Clostridium~phage~phiCD6356","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1985",337,"Clostridium~phage~phiCT453A","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1986",339,"Clostridium~phage~phiCT9441A","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1987",347,"Clostridium~phage~phiSM101","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1988",349,"Clostridium~phage~vB_CpeS-CP51","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1989",353,"Colwellia~phage~9A","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1990",354,"Corynebacterium~phage~BFK20","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1991",355,"Corynebacterium~phage~P1201","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1992",356,"Croceibacter~phage~P2559S","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1993",357,"Croceibacter~phage~P2559Y","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1994",364,"Cronobacter~phage~ENT39118","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1995",365,"Cronobacter~phage~ENT47670","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1996",368,"Cronobacter~phage~phiES15","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1997",377,"Cyanophage~KBS-S-2A","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1998",389,"Cyanophage~S-TIM5","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"1999",393,"Deftia~phage~phiW-14","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2000",398,"Dinoroseobacter~phage~DFL12phi1","Caudovirales","Podoviridae","Dfl12virus","","Overlap (VC_7/VC_10)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2001",404,"Edwardsiella~phage~eiAU-183","Caudovirales","Siphoviridae","Eiauvirus","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2002",405,"Eel~River~basin~pequenovirus","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2003",421,"Enterobacteria~phage~BP-4795","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2004",424,"Enterobacteria~phage~ES18","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2005",431,"Enterobacteria~phage~HK225","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2006",442,"Enterobacteria~phage~IME10","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2007",444,"Enterobacteria~phage~Ike","Unassigned","Inoviridae","Lineavirus","","Overlap (VC_239/VC_240)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2008",445,"Enterobacteria~phage~J8-65","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2009",452,"Enterobacteria~phage~P4","Unassigned","Unassigned","Unassigned","","Singleton",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2010",467,"Enterobacteria~phage~SfI","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2011",479,"Enterobacteria~phage~YYZ-2008","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2012",481,"Enterobacteria~phage~cdtI","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2013",485,"Enterobacteria~phage~mEp043~c-1","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_159)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2014",487,"Enterobacteria~phage~mEp237","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2015",488,"Enterobacteria~phage~mEp460","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2016",491,"Enterobacteria~phage~phi80","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_169/VC_226)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2017",501,"Enterobacterial~phage~mEp213","Unassigned","Unassigned","Unassigned","","Overlap (VC_136/VC_159)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2018",503,"Enterobacterial~phage~mEp390","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2019",507,"Enterococcus~phage~EF62phi","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2020",509,"Enterococcus~phage~EFC-1","Unassigned","Unassigned","Unassigned","","Overlap (VC_94/VC_104)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2021",512,"Enterococcus~phage~EFRM31","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2022",522,"Enterococcus~phage~phiEf11","Unassigned","Unassigned","Unassigned","","Overlap (VC_94/VC_104)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2023",526,"Enterococcus~phage~phiFL4A","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2024",529,"Enterococcus~phage~vB_EfaS_IME197","Unassigned","Unassigned","Unassigned","","Overlap (VC_94/VC_104)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2025",537,"Erwinia~phage~PEp14","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2026",567,"Escherichia~phage~CAjan","Caudovirales","Siphoviridae","Seuratvirus","","Overlap (VC_3/VC_14)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2027",575,"Escherichia~phage~ECML-117","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2028",580,"Escherichia~phage~FFH2","Caudovirales","Myoviridae","V5virus","","Overlap (VC_215/VC_216)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2029",581,"Escherichia~phage~FV3","Caudovirales","Myoviridae","V5virus","","Overlap (VC_215/VC_216)",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
"2030",584,"Escherichia~phage~HK639","Unassigned","Unassigned","Unassigned","","Outlier",NA,"",NA,NA,NA,NA,NA,NA,NA,NA
